"Name","PARK_ID","Latitude","Longitude","YearEstabl","Acres","DaysOpen","Hours","Phone","Webstie","Address","Restroom","CommunityC","NatureCent","ADA","Concession","DogPark","Baseball","BasketBall","MountainBi","Boating","Camping","DiscGolf","Fishing","GolfCourse","Hiking","HistoricSi","HorsebackR","Lake","Picnic","PicnicShel","Playground","SchoolSite","Soccer","SprayPark","SkatePark","Swimming","Tennis2","WalkJog","Email","Descriptio","Status","Volleyball","FootballMu","CanoeLaunc","CommunityG","CommonName","Classifica","City","State","ZipCode","GlobalID","geometry"
"Alvin G. Beaman Park","PARK_88",36.26075833,-86.91984207,1996,2170.89218629,"Daily, Center: Tuesday -Saturday","Dawn to 11 pm","(615) 299-9586","http://nashville.gov/Parks-and-Recreation/Nature-Centers-and-Natural-Areas/Bells-Bend-Outdoor-Center.aspx","5911 Old Hickory Blvd. and 4111 A & B Little Marrowbone Rd","Yes","No","Yes","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No",0,"No","No","No","No","No","No","No","No","metroparks@nashville.gov","Beaman Park provides education and awareness programs, interpretive hikes, trail building workdays, exotic pest plant removal, and native planting programs. Early land use included homesteads, farming, orchards, logging and even moonshining. In the 1970s","PARK","No","No","No","No","Beaman Park","Regional","Joelton","TN","37080","62a069cc-8f0f-4f70-b8c8-789620680298",list(list(c(1702119.40010922, 1702129.30002381, 1702139.09987298, 1702149.00011563, 1702158.69989939, 1702168.40001123, 1702178.19986039, 1702187.89997222, 1702197.70014948, 1702207.49999864, 1702217.2998478, 1702227.20009047, 1702236.99993964, 1702246.89985421, 1702256.70003147, 1702266.59994605, 1702276.49986064, 1702286.49984063, 1702296.4000833, 1702306.29999788, 1702316.29997788, 1702326.29995789, 1702336.20020056, 1702346.19985247, 1702356.1991763, 1702366.20014055, 1702376.20012055, 1702386.29983789, 
1702396.30014597, 1702406.30012597, 1702416.39984331, 1702426.40015139, 1702436.40013139, 1702446.49984872, 1702456.5001568, 1702466.59987414, 1702476.69991955, 1702486.69989955, 1702496.79994497, 1702506.79992497, 1702516.89997038, 1702526.89995039, 1702536.9999958, 1702546.9999758, 1702557.10002121, 1702567.10000122, 1702577.09998122, 1702587.20002663, 1702597.20000663, 1702607.19998664, 1702617.20029472, 1702627.19994664, 1702637.19992663, 1702647.09984122, 1702657.1001493, 1702667.00006388, 1702676.89997847, 
1702686.79989305, 1702696.70013572, 1702706.6000503, 1702716.49996489, 1702726.39987947, 1702736.20005672, 1702745.99990588, 1702754.80336598, 1702749.93165655, 1702699.14402847, 1702707.78344689, 1702739.57504997, 1702823.30519748, 1702907.63409705, 1702992.51975405, 1703077.92115806, 1703163.79598631, 1703268.50903147, 1703421.55072014, 1703488.81502131, 1704001.4990353, 1703995.82680255, 1703970.3317748, 1703942.45158122, 1703908.29318497, 1703903.65671131, 1703894.98317222, 1704111.68319814, 
1704273.59330739, 1705076.74163547, 1705076.40010072, 1705075.99983905, 1705075.49984005, 1705075.09990647, 1705074.69997288, 1705074.19997388, 1705073.8000403, 1705070.60024355, 1705070.09991647, 1705069.80004831, 1705069.59991747, 1705069.59991747, 1705069.69998288, 1705069.99985105, 1705070.42668746, 1705070.49985005, 1705071.09991448, 1705071.90010972, 1705072.8000423, 1705073.99984306, 1705075.19997188, 1705076.69996889, 1705078.19996589, 1705080.00015914, 1705081.90008973, 1705084.00015114, 
1705086.19994989, 1705088.59987947, 1705091.09987447, 1705093.80000031, 1705096.59986347, 1705099.59985746, 1705102.80031039, 1705106.09984447, 1705109.59983747, 1705113.19989589, 1705116.90001972, 1705120.79994631, 1705124.90000372, 1705129.10012655, 1705133.39998671, 1705137.89932156, 1705142.60009955, 1705147.39995871, 1705152.29988331, 1705157.29987331, 1705162.49999414, 1705167.89991772, 1705173.39990672, 1705178.99996114, 1705184.70008098, 1705190.60000356, 1705196.70005697, 1705202.80043846, 
1705208.99990113, 1705215.09995456, 1705221.30007339, 1705227.49986413, 1705233.69998297, 1705239.90010181, 1705246.20028606, 1705252.40007681, 1705258.69993298, 1705265.00011723, 1705271.29997338, 1705277.60015763, 1705283.90034188, 1705290.29993539, 1705296.60011964, 1705303.00004122, 1705309.3999628, 1705315.79988439, 1705322.20013405, 1705328.70012106, 1705335.10004264, 1705341.60002963, 1705348.10001664, 1705354.60000363, 1705361.09999064, 1705367.39984681, 1705373.70068721, 1705379.80008447, 
1705385.80007248, 1705391.69999506, 1705397.49985223, 1705403.09990664, 1705408.69996105, 1705414.09988464, 1705419.40007089, 1705424.5001263, 1705429.59985363, 1705434.5001063, 1705439.29996547, 1705444.00008731, 1705448.50007831, 1705452.90000388, 1705457.19986406, 1705461.29992147, 1705465.29925731, 1705469.19984005, 1705473.00002931, 1705476.60008772, 1705480.10008071, 1705483.39994289, 1705486.60006772, 1705489.89992988, 1705493.20012014, 1705496.4999823, 1705499.79984447, 1705503.10003471, 
1705506.4999623, 1705509.89988989, 1705513.20008014, 1705516.69908889, 1705520.10000072, 1705523.49992831, 1705526.99992131, 1705530.39984889, 1705533.89984189, 1705537.40081914, 1705540.99989331, 1705544.4998863, 1705548.09994473, 1705551.59993772, 1705555.19999614, 1705558.90011998, 1705562.4998503, 1705566.09990872, 1705567.57169056, 1705569.80003256, 1705574.19995813, 1705578.90007997, 1705583.90006997, 1705589.29999356, 1705594.90004797, 1705600.79997055, 1705607.00008939, 1705613.40001097, 
1705620.1001288, 1705627.10011481, 1705634.29990356, 1705641.79988855, 1705649.4583378, 1705647.14403798, 1705644.83334705, 1705642.52495272, 1705640.21983922, 1705637.91735038, 1705635.61847048, 1705633.32254331, 1705631.02956888, 1705628.73921914, 1705626.4524783, 1705624.1690183, 1705621.88818297, 1705619.61095655, 1705617.33668289, 1705615.06503388, 1705612.79764996, 1705610.53256264, 1705608.27075614, 1705606.01255855, 1705603.75764181, 1705601.50534973, 1705599.25666656, 1705597.0115923, 1705594.76914272, 
1705592.53095822, 1705590.29507031, 1705588.06344748, 1705585.83510546, 1705583.60906005, 1705581.3876078, 1705579.1691083, 1705576.95421772, 1705574.74260797, 1705572.53427905, 1705570.32988714, 1705568.12844796, 1705565.9309458, 1705563.73672447, 1705561.54676822, 1705559.35910855, 1705557.17571397, 1705554.99625638, 1705552.82007964, 1705550.64652756, 1705548.4782248, 1705546.31254672, 1705544.15080564, 1705541.99267347, 1705539.8384783, 1705537.68756397, 1705535.54091471, 1705533.39754631, 1705531.25844297, 
1705529.12262046, 1705526.99073496, 1705524.86245839, 1705522.73844689, 1705520.61738814, 1705518.50092256, 1705516.38839397, 1705514.27914622, 1705512.17416355, 1705510.07344598, 1705507.97568114, 1705505.88250947, 1705503.7932748, 1705501.70764905, 1705499.62596031, 1705497.5491928, 1705495.47504997, 1705493.40582839, 1705487.53182438, 1705479.80086872, 1705464.69984905, 1705449.79994448, 1705435.09984264, 1705420.69993706, 1705406.40009689, 1705392.49986222, 1705378.70034914, 1705365.20004806, 
1705351.99994323, 1705338.99996921, 1705326.29986338, 1705313.8999538, 1705301.69984697, 1705289.79993638, 1705278.19989397, 1705268.63987371, 1705210.35455722, 1705208.79091205, 1705207.23317239, 1705205.6816663, 1705204.13540955, 1705202.59407406, 1705201.05831598, 1705199.52846339, 1705198.00418822, 1705196.48581855, 1705194.97237013, 1705193.4651553, 1705191.96318981, 1705190.46680172, 1705188.97599106, 1705187.49174206, 1705186.01175813, 1705184.53833589, 1705183.07016297, 1705181.60822363, 
1705180.15186173, 1705178.70009297, 1705177.25488588, 1705175.81591238, 1705174.38153206, 1705172.95371339, 1705171.53180023, 1705170.11513638, 1705168.70404997, 1705167.29919714, 1705165.89992172, 1705164.5065518, 1705163.11843123, 1705161.73654422, 1705160.36089081, 1705158.99015863, 1705157.62598814, 1705156.26739505, 1705154.91503556, 1705153.56792539, 1705152.22672072, 1705150.89174964, 1705149.56235597, 1705148.23919588, 1705146.92161322, 1705145.60993606, 1705144.30416438, 1705143.00429823, 
1705141.71099372, 1705140.42261048, 1705139.14078888, 1705137.8648728, 1705136.5951903, 1705135.33075714, 1705134.07255755, 1705132.82091963, 1705131.57485914, 1705130.33503222, 1705129.1011108, 1705127.87243871, 1705126.65098447, 1705125.43412338, 1705124.22415206, 1705123.02074239, 1705121.82258205, 1705120.63098338, 1705119.44496214, 1705118.26583064, 1705117.09162039, 1705115.92429988, 1705114.76321296, 1705113.60737538, 1705112.45875564, 1705111.3157133, 1705110.17824839, 1705109.04734513, 1705107.92333163, 
1705106.80489555, 1705105.69236498, 1705104.58573988, 1705103.48567647, 1705102.3925028, 1705101.30425039, 1705100.2232158, 1705099.14743055, 1705098.07919122, 1705097.01587313, 1705095.95911673, 1705094.90925005, 1705093.8649608, 1705092.82657705, 1705091.79508306, 1705090.76916647, 1705089.75013964, 1705088.73767447, 1705087.73078673, 1705086.73013255, 1705085.73571198, 1705084.74818113, 1705147.85008906, 1705163.95569989, 1705162.99179105, 1705162.03378773, 1705161.08168989, 1705160.13582563, 
1705159.19652306, 1705158.26411022, 1705157.33760288, 1705156.41765723, 1705155.50427322, 1705154.59679472, 1705153.69587788, 1705152.80152272, 1705151.91340114, 1705151.03151314, 1705150.15651488, 1705149.28840639, 1705148.42587531, 1705147.56990589, 1705146.71984197, 1705145.8766678, 1705145.0400553, 1705144.21000446, 1705143.3865153, 1705142.56925972, 1705141.75823772, 1705140.95410547, 1705140.15653488, 1705139.36519788, 1705138.58009447, 1705137.80155273, 1705137.02990071, 1705136.26513848, 
1705135.50595364, 1705134.7546428, 1705134.00825322, 1705133.26940955, 1705132.53679948, 1705131.81009489, 1705131.09093621, 1705130.37735496, 1705129.67164773, 1705128.97151789, 1705128.2782778, 1705127.59159939, 1705126.91181073, 1705126.23759948, 1705125.57093413, 1705124.91083047, 1705124.2566323, 1705123.60932389, 1705122.9692333, 1705122.33504821, 1705121.7074248, 1705121.08669114, 1705120.4731753, 1705119.86589305, 1705119.26484439, 1705118.67068547, 1705118.0834163, 1705117.50205263, 1705116.92757872, 
1705116.35999456, 1705115.79930013, 1705115.24483931, 1705114.6975963, 1705114.15658689, 1705113.62246722, 1705113.09490922, 1705112.57424097, 1705112.05915014, 1705111.55160522, 1705111.05095005, 1705110.55652846, 1705110.06998089, 1705109.58901072, 1705109.1149303, 1705108.64741156, 1705108.18678255, 1705107.73337139, 1705107.28586572, 1705106.84590597, 1705106.41152364, 1705105.9850153, 1705105.56408438, 1705105.15102747, 1705104.74420413, 1705104.34427056, 1705103.95089863, 1705103.56408839, 
1705103.18515214, 1705102.8117933, 1705102.44499613, 1705102.08574489, 1705101.73338339, 1705101.3865993, 1705101.04736114, 1705100.71501271, 1705100.38922597, 1705100.07098514, 1705099.75832172, 1705099.45320421, 1705099.1543203, 1705098.86265422, 1705098.5775498, 1705098.29933514, 1705098.02735405, 1705097.76324697, 1705097.50504538, 1705097.25406164, 1705097.00996764, 1705096.77243531, 1705096.54179272, 1705096.31738372, 1705096.10084872, 1705095.88989113, 1705095.68680756, 1705095.48995756, 1705075.99327739, 
1705074.49984205, 1705073.40010671, 1705072.59991147, 1705072.33842905, 1705072.19997789, 1705072.19997789, 1704575.40044655, 1704504.99999681, 1704173.7998718, 1703762.5999068, 1703581.80007155, 1703505.79989547, 1703536.9999643, 1702908.99990797, 1702447.19997856, 1702456.40009138, 1702457.00015581, 1702332.50007673, 1702322.9000303, 1701683.46823831, 1701649.48766322, 1701273.44838905, 1701272.60324639, 1700946.70494805, 1700934.43955263, 1700925.06358714, 1700916.68926005, 1700911.47503164, 1700906.13941239, 
